Inventory,Qty,Amount,% of Sales,Avg Price,COGS,Avg COGS,Gross Margin,Gross Margin %
Q303 (FOAM MESH-WRAP : ASSORT (DZ/36 DZ)),178.00,"1,441.00",0.0%,8.10,607.62,3.41,833.38,57.83%
Q304 (FOAM MESH-WRAP : BLACK (DZ/36 DZ)),210.00,"1,690.00",0.0%,8.05,714.20,3.40,975.80,57.74%
Q305 (FIRM MESH-WRAP : ASSORT (DZ/48 DZ)),109.00,767.00,0.0%,7.04,332.41,3.05,434.59,56.66%
Q306 (FIRM MESH-WRAP : BLACK (DZ/48 DZ)),162.00,"1,138.00",0.0%,7.02,482.07,2.98,655.93,57.64%
Q307 (PLASTIC EAR COVER (8 PC) : ASSORT (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q308 (PLASTIC EAR COVER (8 PC) : CLEAR (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q385 (BIG KNOTTED HEADWRAP : ASSORT (DZ/12DZ)),38.00,840.00,0.0%,22.11,369.09,9.71,470.91,56.06%
Q386 (BIG KNOTTED HEADWRAP : BLACK (DZ/12DZ)),24.00,540.00,0.0%,22.50,235.28,9.80,304.72,56.43%
Q439 (KUFI-CAP : CRIMSON (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q440 (KUFI-CAP : PEACH (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q441 (KUFI-CAP : MUSTARD (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q442 (KUFI-CAP : TURQUOISE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q443 (KUFI-CAP : BEIGE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q444 (KUFI-CAP : DARK BROWN (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q445 (KUFI-CAP : AQUA (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q446 (KUFI-CAP : TAN (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q447 (KUFI-CAP : LEMON (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q450 (KUFI-CAP ASSORT (DZ/24 DZ)),7.00,110.00,0.0%,15.71,51.99,7.43,58.01,52.74%
Q451 (KUFI-CAP BLACK (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q452 (KUFI-CAP WHITE (DZ/24 DZ)),1.00,36.00,0.0%,36.00,0.00,0.00,36.00,100.0%
Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q471 (KUFI-CAP : WHITE (BULK) (DZ/40 DZ)),89.00,"1,215.00",0.0%,13.65,587.40,6.60,627.60,51.65%
Q472 (KUFI-CAP : RED (BULK) (DZ/40 DZ)),3.00,40.50,0.0%,13.50,19.80,6.60,20.70,51.11%
Q473 (KUFI-CAP : NAVY BLUE (BULK) (DZ/40 DZ)),9.00,121.50,0.0%,13.50,59.40,6.60,62.10,51.11%
Q474 (KUFI-CAP : ROYAL BLUE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q475 (KUFI-CAP : SKY BLUE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q476 (KUFI-CAP : D. GRAY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q477 (KUFI-CAP : L. GRAY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q478 (KUFI-CAP : BROWN (BULK) (DZ/40 DZ)),6.00,81.00,0.0%,13.50,39.60,6.60,41.40,51.11%
Q479 (KUFI-CAP : KHAKI (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q480 (KUFI-CAP : H. PINK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q481 (KUFI-CAP : PINK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q482 (KUFI-CAP : GOLD (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q483 (KUFI-CAP : YELLOW (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q484 (KUFI-CAP : PURPLE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q485 (KUFI-CAP : LAVENDER (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q486 (KUFI-CAP : GREEN (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q487 (KUFI-CAP : LIME (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q488 (KUFI-CAP : BURGUNDY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q489 (KUFI-CAP : ORANGE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q490 (KUFI-CAP : AFRO (BULK) (DZ/40 DZ)),1.00,18.00,0.0%,18.00,6.60,6.60,11.40,63.33%
Q497 (KUFI-CAP : CREAM (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q498 (KUFI-CAP :M. PINK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q500 (DLX CUSTOM WEAVING CAP (PETITE) (DZ/36 DZ)),21.00,408.00,0.0%,19.43,159.42,7.59,248.58,60.93%
Q5000 (SILI BAND STOCKING WIG CAP : L/BRW (DZ/40DZ)),35.00,255.00,0.0%,7.29,108.96,3.11,146.04,57.27%
Q5001 (SILI BAND STOCKING WIG CAP : BK (DZ/40DZ)),207.00,"1,472.50",0.0%,7.11,668.07,3.23,804.43,54.63%
