Inventory,Qty,Amount,% of Sales,Avg Price,COGS,Avg COGS,Gross Margin,Gross Margin %
Q160 (SATIN OVER WRAP (LG) : ASSORTED (DZ/24DZ)),64.00,546.50,0.0%,8.54,195.02,3.05,351.48,64.32%
Q161 (SATIN OVER WRAP (LG) : BLACK (DZ/48 DZ)),14.00,121.50,0.0%,8.68,42.32,3.02,79.18,65.17%
Q162 (SATIN TRIANGLE (LG) : ASSORTED (DZ/48 DZ)),67.00,572.00,0.0%,8.54,193.67,2.89,378.33,66.14%
Q163 (SATIN TRIANGLE (LG) : BLACK (DZ/48 DZ)),62.00,532.00,0.0%,8.58,178.63,2.88,353.37,66.42%
Q164 (SATIN SCARF (LG) : ASSORTED (DZ/36 DZ)),26.00,249.00,0.0%,9.58,93.98,3.61,155.02,62.26%
Q165 (SATIN SCARF (LG) : BLACK (DZ/36 DZ)),85.00,777.00,0.0%,9.14,301.93,3.55,475.07,61.14%
Q166 (SATIN BAND (LG) : ASSORTED (DZ/48 DZ)),26.00,184.00,0.0%,7.08,61.36,2.36,122.64,66.65%
Q167 (SATIN BAND (LG) : BLACK (DZ/48 DZ)),64.00,463.00,0.0%,7.23,151.03,2.36,311.97,67.38%
Q168 (SATIN FOAM WRAP (LG) : ASSORTED (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q169 (SATIN FOAM WRAP (LG) : BLACK (DZ/36 DZ)),14.00,121.50,0.0%,8.68,46.54,3.32,74.96,61.7%
Q170 (SPANDEX-CAP (LG) : ASSORTED (DZ/48 DZ)),1.00,11.00,0.0%,11.00,2.82,2.82,8.18,74.36%
Q171 (SPANDEX WRAP : ASSORTED (DZ/48 DZ)),9.00,87.00,0.0%,9.67,30.55,3.39,56.45,64.89%
Q172 (SPANDEX-CAP (LG) : BLACK (DZ/48 DZ)),15.00,132.50,0.0%,8.83,42.70,2.85,89.80,67.77%
Q173 (SPANDEX WRAP : BLACK (DZ/48 DZ)),44.00,399.00,0.0%,9.07,149.52,3.40,249.48,62.53%
Q174 (SATIN WRAP-OPEN TOP (LG) : ASSORT (DZ/48 DZ)),104.00,469.50,0.0%,4.51,238.48,2.29,231.02,49.21%
Q175 (SATIN WRAP-OPEN TOP (LG) : BLACK (DZ/48 DZ)),184.00,832.50,0.0%,4.52,421.43,2.29,411.07,49.38%
Q176 (SATIN MULTI SCARF : ASSORT (DZ/48 DZ)),10.00,99.00,0.0%,9.90,32.63,3.26,66.37,67.04%
Q177 (SATIN MULTI SCARF : BLACK (DZ/48 DZ)),8.00,72.00,0.0%,9.00,26.24,3.28,45.76,63.56%
Q178 (SATIN BRAID BONNET : ASSORT (DZ/36 DZ)),23.00,216.00,0.0%,9.39,93.84,4.08,122.16,56.56%
Q179 (SATIN BRAID BONNET : BLACK (DZ/36 DZ)),181.00,"1,641.00",0.0%,9.07,738.44,4.08,902.56,55.0%
Q180 (SHOWER-CAP (LG) : ASSORTED (DZ/48 DZ)),86.00,394.50,0.0%,4.59,180.60,2.10,213.90,54.22%
Q181 (SHOWER-CAP (LG) : BLACK (DZ/48 DZ)),156.00,706.50,0.0%,4.53,327.60,2.10,378.90,53.63%
Q182 (SHOWER CAP : DOT (DZ/48 DZ)),119.00,540.00,0.0%,4.54,297.50,2.50,242.50,44.91%
Q183 (SHOWER-CAP (XL) : ASSORT (DZ/48 DZ)),117.00,535.50,0.0%,4.58,263.25,2.25,272.25,50.84%
Q184 (SHOWER-CAP (XL) : BLACK (DZ/48 DZ)),155.00,700.50,0.0%,4.52,348.75,2.25,351.75,50.21%
Q185 (CONDITIONING-CAP (6 PC) : ASSORT (DZ/48 DZ)),10.00,45.00,0.0%,4.50,26.98,2.70,18.02,40.04%
Q186 (CONDITIONING-CAP (6 PC) : CLEAR (DZ/48 DZ)),112.00,504.00,0.0%,4.50,252.31,2.25,251.69,49.94%
Q187 (CONDITIONING-CAP (30PC/6EA/PK) : AST (PK/12PK)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q188 (CONDITIONING-CAP (30PC/6EA/PK) : CLR (PK/12PK)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q190 (PROCESSING-CAP (LG) : GOLD (DZ/48 DZ)),37.00,166.50,0.0%,4.50,74.00,2.00,92.50,55.56%
Q191 (PROCESSING-CAP (LG) : SILVER (DZ/48 DZ)),124.00,558.00,0.0%,4.50,248.96,2.01,309.04,55.38%
Q192 (TIPPING CAP : ASSORT (DZ/48 DZ)),30.00,180.00,0.0%,6.00,81.11,2.70,98.89,54.94%
Q194 (RAIN-BONNET (LG)-CLEAR (DZ/48 DZ)),20.00,93.00,0.0%,4.65,45.87,2.29,47.13,50.68%
Q195 (BRAID SHOWER CAP : ASSORT (DZ/24 DZ)),47.00,894.00,0.0%,19.02,359.55,7.65,534.45,59.78%
Q196 (BRAID SHOWER CAP : BLACK (DZ/24 DZ)),57.00,"1,044.00",0.0%,18.32,436.05,7.65,607.95,58.23%
Q199 (NEUTRALIZING BIB : CLEAR (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q260 (KNOTTED HEADWRAP : ASSORT (DZ/12 DZ)),4.00,78.00,0.0%,19.50,32.25,8.06,45.75,58.65%
Q261 (KNOTTED HEADWRAP : BLACK (DZ/12 DZ)),21.00,396.00,0.0%,18.86,169.75,8.08,226.25,57.13%
Q262 (KNOTTED HEADWRAP : WHITE (DZ/12 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q303 (FOAM MESH-WRAP : ASSORT (DZ/36 DZ)),12.00,104.00,0.0%,8.67,40.91,3.41,63.09,60.66%
Q304 (FOAM MESH-WRAP : BLACK (DZ/36 DZ)),167.00,"1,344.00",0.0%,8.05,566.22,3.39,777.78,57.87%
Q305 (FIRM MESH-WRAP : ASSORT (DZ/48 DZ)),3.00,25.00,0.0%,8.33,9.10,3.03,15.90,63.6%
Q306 (FIRM MESH-WRAP : BLACK (DZ/48 DZ)),21.00,149.00,0.0%,7.10,62.16,2.96,86.84,58.28%
Q307 (PLASTIC EAR COVER (8 PC) : ASSORT (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q308 (PLASTIC EAR COVER (8 PC) : CLEAR (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q385 (BIG KNOTTED HEADWRAP : ASSORT (DZ/12DZ)),3.00,81.00,0.0%,27.00,29.14,9.71,51.86,64.03%
Q386 (BIG KNOTTED HEADWRAP : BLACK (DZ/12DZ)),3.00,81.00,0.0%,27.00,29.41,9.80,51.59,63.69%
Q439 (KUFI-CAP : CRIMSON (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q440 (KUFI-CAP : PEACH (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q441 (KUFI-CAP : MUSTARD (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q442 (KUFI-CAP : TURQUOISE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q443 (KUFI-CAP : BEIGE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q444 (KUFI-CAP : DARK BROWN (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q445 (KUFI-CAP : AQUA (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q446 (KUFI-CAP : TAN (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q447 (KUFI-CAP : LEMON (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q450 (KUFI-CAP ASSORT (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q451 (KUFI-CAP BLACK (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q452 (KUFI-CAP WHITE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),39.00,526.50,0.0%,13.50,257.40,6.60,269.10,51.11%
Q471 (KUFI-CAP : WHITE (BULK) (DZ/40 DZ)),18.00,243.00,0.0%,13.50,118.80,6.60,124.20,51.11%
Q472 (KUFI-CAP : RED (BULK) (DZ/40 DZ)),12.00,162.00,0.0%,13.50,79.20,6.60,82.80,51.11%
Q473 (KUFI-CAP : NAVY BLUE (BULK) (DZ/40 DZ)),12.00,162.00,0.0%,13.50,79.20,6.60,82.80,51.11%
Q474 (KUFI-CAP : ROYAL BLUE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q475 (KUFI-CAP : SKY BLUE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q476 (KUFI-CAP : D. GRAY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q477 (KUFI-CAP : L. GRAY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q478 (KUFI-CAP : BROWN (BULK) (DZ/40 DZ)),12.00,162.00,0.0%,13.50,79.20,6.60,82.80,51.11%
Q479 (KUFI-CAP : KHAKI (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q480 (KUFI-CAP : H. PINK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q481 (KUFI-CAP : PINK (BULK) (DZ/40 DZ)),6.00,81.00,0.0%,13.50,10.06,1.68,70.94,87.58%
Q482 (KUFI-CAP : GOLD (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q483 (KUFI-CAP : YELLOW (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q484 (KUFI-CAP : PURPLE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q485 (KUFI-CAP : LAVENDER (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q486 (KUFI-CAP : GREEN (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q487 (KUFI-CAP : LIME (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q488 (KUFI-CAP : BURGUNDY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q489 (KUFI-CAP : ORANGE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q490 (KUFI-CAP : AFRO (BULK) (DZ/40 DZ)),18.00,243.00,0.0%,13.50,118.80,6.60,124.20,51.11%
Q497 (KUFI-CAP : CREAM (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q498 (KUFI-CAP :M. PINK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q500 (DLX CUSTOM WEAVING CAP (PETITE) (DZ/36 DZ)),16.00,288.00,0.0%,18.00,121.48,7.59,166.52,57.82%
Q5000 (SILI BAND STOCKING WIG CAP : L/BRW (DZ/40DZ)),2.00,14.00,0.0%,7.00,6.23,3.12,7.77,55.5%
Q5001 (SILI BAND STOCKING WIG CAP : BK (DZ/40DZ)),143.00,"1,016.00",0.0%,7.10,461.50,3.23,554.50,54.58%
Q5002 (SILI BAND STOCKING WIG CAP : BRW (DZ/40DZ)),11.00,79.50,0.0%,7.23,35.07,3.19,44.43,55.89%
Q5003 (SILI BAND STOCKING WIG CAP : NTR (DZ/40DZ)),8.00,56.00,0.0%,7.00,25.28,3.16,30.72,54.86%
"Q5004 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : BK (DZ/40DZ))",70.00,612.50,0.0%,8.75,233.17,3.33,379.33,61.93%
"Q5005 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : BRW (DZ/40DZ))",11.00,93.50,0.0%,8.50,36.38,3.31,57.12,61.09%
"Q5006 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : NTR (DZ/40DZ))",6.00,51.00,0.0%,8.50,18.62,3.10,32.38,63.49%
Q501 (DLX CUSTOM WEAVING CAP : BLACK (DZ/36 DZ)),58.00,"1,068.00",0.0%,18.41,448.67,7.74,619.33,57.99%
Q5011 (MESH WIG CAP (DOME STYLE) : BK (DZ/48 DZ)),"3,249.00","45,441.00",0.0%,13.99,"17,695.86",5.45,"27,745.14",61.06%
Q5012 (SWISS LACE : BROWN (1DZ/36 DZ)),16.00,139.50,0.0%,8.72,40.82,2.55,98.68,70.74%
"Q5013 (U-PART WIG CAP : BLACK, CENTER (DZ/36 DZ))",124.00,"2,815.00",0.0%,22.70,"1,049.92",8.47,"1,765.08",62.7%
"Q5014 (U-PART WIG CAP : BLACK, SIDE (DZ/36 DZ))",28.00,637.50,0.0%,22.77,238.02,8.50,399.48,62.66%
"Q5015 (U-PART WIG CAP (LACE) : BK, CENTER (DZ/36 DZ))",60.00,"1,357.50",0.0%,22.63,611.39,10.19,746.11,54.96%
"Q5016 (U-PART WIG CAP (LACE) : BK, SIDE (DZ/36 DZ))",33.00,750.00,0.0%,22.73,326.77,9.90,423.23,56.43%
Q5017 (SPANDEX DOME CAP : BLACK (DZ/48 DZ)),"1,088.00","10,392.00",0.0%,9.55,"4,507.29",4.14,"5,884.71",56.63%
Q5018 (DLX STRETCH WEAVING CAP : BLACK (DZ/36 DZ)),75.00,"1,745.00",0.0%,23.27,678.86,9.05,"1,066.14",61.1%
Q5019 (CROCHET WIG CAP : BK (DZ/48DZ)),153.00,"2,098.50",0.0%,13.72,770.78,5.04,"1,327.72",63.27%
Q502 (DLX WEAVING NET (2 PC) : BLACK (DZ/36 DZ)),97.00,832.00,0.0%,8.58,260.17,2.68,571.83,68.73%
Q5020 (CROCHET WIG CAP : NTR (DZ/48DZ)),7.00,108.00,0.0%,15.43,0.00,0.00,108.00,100.0%
"Q5021 (MESH WIG CAP (DOME STYLE, XL) : BK (DZ/48 DZ))",639.00,"8,938.50",0.0%,13.99,"3,504.40",5.48,"5,434.10",60.79%
Q5022 (SWISS LACE : BLACK (1DZ/36 DZ)),1.00,8.50,0.0%,8.50,2.40,2.40,6.10,71.77%
"Q5023 (CORNROW CAP, U-PART : BK (DZ/16DZ))",4.00,156.00,0.0%,39.00,75.72,18.93,80.28,51.46%
"Q5024 (CORNROW CAP, STRAIGHT : BK (DZ/16DZ))",20.00,732.00,0.0%,36.60,380.27,19.01,351.73,48.05%
"Q5025 (CORNROW CAP, BRAIDED : BK (DZ/16DZ))",6.00,240.00,0.0%,40.00,114.53,19.09,125.47,52.28%
Q5027 (SPANDEX DOME CAP (XL) : BLACK (DZ/48 DZ)),373.00,"3,471.00",0.0%,9.31,"1,573.41",4.22,"1,897.59",54.67%
"Q5029 (CROCHET WIG CAP, XL : BK (DZ/48DZ))",48.00,652.50,0.0%,13.59,253.22,5.28,399.28,61.19%
Q503 (WEAVING CAP (OPEN TOP) : BLACK (DZ/48 DZ)),51.00,286.50,0.0%,5.62,126.29,2.48,160.21,55.92%
"Q5030 (CROCHET WIG CAP, XL : NTR (DZ/48DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q5031 (MESH WIG CAP (DOME STYLE) : NTR (DZ/48 DZ)),91.00,"1,290.00",0.0%,14.18,503.74,5.54,786.26,60.95%
Q5032 (MICRO CROCHET WIG CAP : BK (DZ/48DZ)),102.00,"1,420.50",0.0%,13.93,506.65,4.97,913.85,64.33%
Q5033 (MICRO CROCHET WIG CAP : NTR (DZ/48DZ)),4.00,54.00,0.0%,13.50,16.16,4.04,37.84,70.07%
"Q5034 (MICRO CROCHET WIG CAP, XL : BK (DZ/48DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5035 (MICRO CROCHET WIG CAP, XL : NATURAL (DZ/48DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q5037 (SPANDEX DOME CAP : NTR (DZ/48 DZ)),35.00,345.00,0.0%,9.86,147.21,4.21,197.79,57.33%
Q504 (WEAVING CAP (CLOSED TOP) : BLACK (DZ/48 DZ)),205.00,"1,137.50",0.0%,5.55,512.44,2.50,625.06,54.95%
Q5040 (WEAVING CAP 100PCS (CLOSED TOP) (PK/24PK)),1.00,60.00,0.0%,60.00,15.92,15.92,44.08,73.47%
"Q5041 (PONY TAIL NET, 5""X5"" : BK (DZ/48DZ))",16.00,234.50,0.0%,14.66,37.30,2.33,197.20,84.09%
"Q5042 (PONY TAIL NET, 9""X9"" : BK (DZ/48DZ))",7.00,72.50,0.0%,10.36,16.80,2.40,55.70,76.83%
"Q5043 (SWISS LACE, 4""X4"" : BRW (DZ/36DZ))",1.00,6.00,0.0%,6.00,1.84,1.84,4.16,69.33%
"Q5044 (SWISS LACE, 13""X4"" : BRW (DZ/36DZ))",1.00,6.00,0.0%,6.00,1.95,1.95,4.05,67.5%
"Q5045 (LACE TAPE "" A"" TYPE, 50PCS (DZ/24DZ))",12.00,216.00,0.0%,18.00,72.00,6.00,144.00,66.67%
"Q5046 (LACE TAPE "" B"" TYPE, 50PCS (DZ/24DZ))",12.00,216.00,0.0%,18.00,72.00,6.00,144.00,66.67%
"Q5047 (LACE TAPE ROLL TYPE, 1/2"" x 5 YARD  (DZ/36DZ))",12.00,144.00,0.0%,12.00,46.08,3.84,97.92,68.0%
"Q5048 (SUPER HOLD LACE TAPE : A TYPE MINI, 25PCS (DZ/36DZ))",1.00,21.00,0.0%,21.00,7.00,7.00,14.00,66.67%
"Q5049 (SUPER HOLD LACE TAPE : 1"" X 3YD, ROLL (DZ/36DZ))",12.00,162.00,0.0%,13.50,67.20,5.60,94.80,58.52%
Q505 (INVISIABLE NET (3 PC) : BLACK (DZ/60 DZ)),169.00,609.00,0.0%,3.60,269.81,1.60,339.19,55.7%
"Q5051 (ELASTIC WIG BAND, 1-1/8"" x 1YD : BK (DZ/36DZ))",169.00,787.50,0.0%,4.66,338.04,2.00,449.46,57.07%
"Q5052 (ELASTIC WIG BAND, 1-3/4"" x 1YD : BK (DZ/36DZ))",91.00,502.50,0.0%,5.52,218.40,2.40,284.10,56.54%
"Q5053 (ELASTIC WIG BAND, 1-1/8"" x 1YD : BEIGE(NTR) (DZ/36DZ))",55.00,252.00,0.0%,4.58,111.55,2.03,140.45,55.73%
"Q5054 (ELASTIC WIG BAND, 1-3/4"" x 1YD : BEIGE(NTR) (DZ/36DZ))",1.00,7.50,0.0%,7.50,2.40,2.40,5.10,68.0%
"Q5055 (ELASTIC WIG BAND, 1-1/8"" x 1YD, W/ SILICONE, ONE SIDE : BK (DZ/36DZ))",96.00,635.00,0.0%,6.61,254.73,2.65,380.27,59.89%
"Q5056 (ELASTIC WIG BAND, 1-1/8"" x 1YD, W/ SILICONE, DOUBLE SIDE : BK (DZ/36DZ))",71.00,613.00,0.0%,8.63,264.32,3.72,348.68,56.88%
"Q5057 (ELASTIC VELVET WIG BAND, 2"" X 11 "" : BK (DZ/36DZ))",78.00,509.50,0.0%,6.53,230.10,2.95,279.40,54.84%
"Q5058 (VELVET WIG GRIP, 2"" X 11"" : BK (DZ/36DZ))",95.00,858.00,0.0%,9.03,437.10,4.60,420.90,49.06%
"Q5059 (VELVET WIG GRIP, 2"" X 11"" : NTR (DZ/36DZ))",20.00,180.00,0.0%,9.00,76.20,3.81,103.80,57.67%
Q506 (TRIANGLE NET : BLACK (DZ/48 DZ)),14.00,132.00,0.0%,9.43,57.08,4.08,74.92,56.76%
"Q5061 (STRETCH MESH WIG CAP, MAGIC : BK (DZ/36DZ))",23.00,420.00,0.0%,18.26,215.39,9.36,204.61,48.72%
"Q5062 (STRETCH MESH WIG CAP, L : BK (DZ/36DZ))",9.00,168.00,0.0%,18.67,84.29,9.37,83.71,49.83%
"Q5063 (STRETCH MESH WIG CAP, LACE TOP : BK (DZ/36DZ))",31.00,576.00,0.0%,18.58,292.23,9.43,283.77,49.27%
"Q5064 (STRETCH MESH WIG CAP, FRNT LACE : BK (DZ/36DZ))",28.00,558.00,0.0%,19.93,236.38,8.44,321.62,57.64%
Q5065 (CAPLESS WIG CAP : BK (DZ/36DZ)),5.00,126.00,0.0%,25.20,42.79,8.56,83.21,66.04%
"Q5066 (CAPLESS WIG CAP, L : BK (DZ/36DZ))",23.00,558.00,0.0%,24.26,241.09,10.48,316.91,56.79%
"Q5067 (CAPLESS WIG CAP, FRNT LACE : BK (DZ/36DZ))",5.00,126.00,0.0%,25.20,53.71,10.74,72.29,57.37%
"Q5068 (SUPER HOLD LACE TAPE : MESH, 10CM x10PCS (DZ/36DZ))",7.00,180.00,0.0%,25.71,63.70,9.10,116.30,64.61%
"Q5069 (SUPER HOLD LACE TAPE : MESH, 30CM X 50PCS (PK/48PK))",2.00,60.00,0.0%,30.00,16.80,8.40,43.20,72.0%
Q507 (WAVE NET (2 PCS) : BLACK (DZ/60 DZ)),87.00,393.00,0.0%,4.52,161.97,1.86,231.03,58.79%
Q5070 (PRF STOCKING WIG CAP : BLACK (DZ/40DZ)),60.00,372.00,0.0%,6.20,141.00,2.35,231.00,62.1%
Q5071 (PRF STOCKING WIG CAP : D/BRW (DZ/40DZ)),46.00,280.00,0.0%,6.09,108.10,2.35,171.90,61.39%
Q5072 (PRF STOCKING WIG CAP : BRW (DZ/40DZ)),6.00,40.00,0.0%,6.67,13.94,2.32,26.06,65.15%
Q5073 (PRF STOCKING WIG CAP : L/BRW (DZ/40DZ)),12.00,74.00,0.0%,6.17,28.20,2.35,45.80,61.89%
Q5074 (PRF STOCKING WIG CAP : AUBURN (DZ/40DZ)),67.00,412.00,0.0%,6.15,156.26,2.33,255.74,62.07%
Q5075 (PRF STOCKING WIG CAP : BEIGE / NTR (DZ/40DZ)),38.00,244.00,0.0%,6.42,88.57,2.33,155.43,63.7%
Q5076 (PRF STOCKING WIG CAP : CREAM/ BLD (DZ/40DZ)),5.00,32.00,0.0%,6.40,11.75,2.35,20.25,63.28%
Q508 (WAVE NET (24 PCS) : BLACK (PK/50 PACK)),1.00,6.00,0.0%,6.00,1.57,1.57,4.43,73.83%
Q5081 (COOL MESH WIG CAP (DOME STYLE) : BK (DZ/36 DZ)),47.00,554.50,0.0%,11.80,203.98,4.34,350.52,63.21%
"Q5084 (ELASTIC WIG BAND, 5/8"" x 1YD : BK (DZ/36DZ))",1.00,9.00,0.0%,9.00,1.80,1.80,7.20,80.0%
"Q5085 (ELASTIC WIG BAND, 5/8"" x 1YD : BEIGE (DZ/36DZ))",6.00,27.00,0.0%,4.50,10.80,1.80,16.20,60.0%
"Q5088 (ELASTIC WIG BAND, 1-1/8"" X 5YD ROLL : BK (DZ/24DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5089 (ELASTIC WIG BAND, 1-1/8"" X 5YD ROLL : BEIGE (DZ/24DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q509 (INTER-LOCK SHAMPOO CAP : BLACK (DZ/36 DZ)),3.00,25.50,0.0%,8.50,10.23,3.41,15.27,59.88%
"Q5090 (ELASTIC WIG BAND, 1-1/8"" x 1YD, W/ SILI DOT : BK (DZ/36DZ))",1.00,24.00,0.0%,24.00,4.20,4.20,19.80,82.5%
"Q5094 (WEFT LACE, 5/8"" x 1YD : BK (DZ/36DZ))",3.00,18.00,0.0%,6.00,6.60,2.20,11.40,63.33%
"Q5095 (WEFT LACE, 5/8"" x 1YD : BEIGE (DZ/36DZ))",2.00,18.00,0.0%,9.00,4.40,2.20,13.60,75.56%
"Q5096 (WEFT LACE, 5/8"" X 5YD ROLL : BK (DZ/36DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5097 (WEFT LACE, 5/8"" X 5YD ROLL : BEIGE (DZ/36DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5098 (SILICONE DOT WIG GRIP, 1-3/4"" X 17-3/4"" : BK (DZ/36DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5099 (SILICONE DOT WIG GRIP, 1-3/4"" X 17-3/4"" : BEIGE (DZ/36DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q510 (THICK HAIR NET : ASSORT (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q511 (THICK HAIR NET : BLACK (DZ/40 DZ)),43.00,589.50,0.0%,13.71,288.05,6.70,301.45,51.14%
Q5112 (MESH WIG CAP (DOME STYLE) : BRW (DZ/48 DZ)),73.00,"1,021.50",0.0%,13.99,412.45,5.65,609.05,59.62%
Q5113 (MESH WIG CAP (DOME STYLE) : AUBURN (DZ/48 DZ)),72.00,"1,008.00",0.0%,14.00,378.64,5.26,629.36,62.44%
Q5118 (SPANDEX DOME CAP : BRW (DZ/48 DZ)),38.00,354.00,0.0%,9.32,160.82,4.23,193.18,54.57%
Q5119 (SPANDEX DOME CAP : AUBURN (DZ/48 DZ)),46.00,435.00,0.0%,9.46,193.74,4.21,241.26,55.46%
Q512 (THICK HAIR NET : WHITE (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5122 (MESH WIG CAP (DOME STYLE, XL) : BRW (DZ/48 DZ))",34.00,472.50,0.0%,13.90,192.10,5.65,280.40,59.34%
"Q5123 (MESH WIG CAP (DOME STYLE, XL) : AUBURN (DZ/48 DZ))",18.00,256.50,0.0%,14.25,100.92,5.61,155.58,60.66%
"Q5124 (MESH WIG CAP (DOME STYLE, XL) : BEIGE(NTR) (DZ/48 DZ))",15.00,216.00,0.0%,14.40,84.05,5.60,131.95,61.09%
"Q5128 (SPANDEX DOME CAP, XL : BRW (DZ/48 DZ))",14.00,132.00,0.0%,9.43,59.41,4.24,72.59,54.99%
"Q5129 (SPANDEX DOME CAP, XL : AUBURN (DZ/48 DZ))",10.00,96.00,0.0%,9.60,42.44,4.24,53.56,55.79%
Q513 (THICK HAIR NET : RED (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5130 (SPANDEX DOME CAP, XL : BEIGE(NTR) (DZ/48 DZ))",19.00,183.00,0.0%,9.63,80.62,4.24,102.38,55.95%
Q514 (THICK HAIR NET : NAVY (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5148 (STRETCH WEAVING NET (48.3cmX3m), BULK : BK (PK/24PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q5149 (BULK WEAVING NET (48.3cmX5m) : BK (PK/24PK)),62.00,324.00,0.0%,5.23,101.68,1.64,222.32,68.62%
Q515 (THICK HAIR NET : ROYAL (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q516 (THICK HAIR NET : SKY BLUE (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
