Inventory,Qty,Amount,% of Sales,Avg Price,COGS,Avg COGS,Gross Margin,Gross Margin %
"DPBOX (DISPLAY BOX, WHITE (PC/50PCS))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
IN5011 (MESH WIG CAP (DOME STYLE) : BK (PC/288PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"IN5011-3 (MESH WIG CAP (DOME STYLE) : BK, 3PCS(PK/96PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
IN5017 (SPANDEX DOME CAP : BLACK (PC/288PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"IN5017-3 (SPANDEX DOME CAP : BLACK, 3PCS (PK/96PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"IN5021-3 (MESH WIG CAP, XL (DOME STYLE) : BK, 3PCS (PK/96PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K001 (DU-RAG : BLACK (DZ/48 DZ)),739.00,"3,343.50",0.0%,4.52,"1,951.78",2.64,"1,391.72",41.63%
K002 (DU-RAG : WHITE (DZ/48 DZ)),225.00,"1,014.00",0.0%,4.51,587.83,2.61,426.17,42.03%
K003 (DU-RAG : RED (DZ/48 DZ)),6.00,27.00,0.0%,4.50,15.27,2.55,11.73,43.44%
K004 (DU-RAG : BLUE (DZ/48 DZ)),20.00,93.00,0.0%,4.65,49.00,2.45,44.00,47.31%
K005 (DU-RAG : ROYAL BLUE (DZ/48 DZ)),16.00,72.00,0.0%,4.50,38.40,2.40,33.60,46.67%
K006 (DU-RAG : SKY BLUE (DZ/48 DZ)),4.00,18.00,0.0%,4.50,9.93,2.48,8.07,44.83%
K007 (DU-RAG : LIGHT GRAY (DZ/48 DZ)),7.00,33.00,0.0%,4.71,18.30,2.61,14.70,44.55%
K008 (DU-RAG : BROWN (DZ/48 DZ)),1.00,4.50,0.0%,4.50,2.54,2.54,1.96,43.56%
K009 (DU-RAG : KHAKI (DZ/48 DZ)),1.00,6.00,0.0%,6.00,2.64,2.64,3.36,56.0%
K010 (DU-RAG : YELLOW (DZ/48 DZ)),7.00,31.50,0.0%,4.50,16.80,2.40,14.70,46.67%
K011 (DU-RAG : ORANGE (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K012 (DU-RAG : GREEN (DZ/48 DZ)),1.00,4.50,0.0%,4.50,2.27,2.27,2.23,49.56%
K013 (DU-RAG : PINK (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K014 (DU-RAG (TWO TONE) : ASSORTED (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K016 (DU-RAG (CENTER) : ASSORTED (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K018 (DU-RAG : ASSORTED (DZ/48 DZ)),215.00,999.00,0.0%,4.65,541.79,2.52,457.21,45.77%
K021 (ARMY DU-RAG (DZ/48 DZ)),1.00,4.50,0.0%,4.50,0.00,0.00,4.50,100.0%
K030 (COOL MESH DU-RAG : ASSORTED (DZ/48 DZ)),33.00,214.50,0.0%,6.50,92.87,2.81,121.63,56.7%
K031 (COOL MESH DU-RAG : BLACK (DZ/48 DZ)),63.00,414.50,0.0%,6.58,189.24,3.00,225.26,54.35%
K032 (COOL MESH DU-RAG : WHITE (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K035 (COOL MESH DOME-CAP : ASSORTED (DZ/48 DZ)),22.00,143.00,0.0%,6.50,55.00,2.50,88.00,61.54%
K036 (COOL MESH DOME-CAP : BLACK (DZ/48 DZ)),56.00,364.00,0.0%,6.50,140.00,2.50,224.00,61.54%
K037 (COOL MESH DOME-CAP : WHITE (DZ/48 DZ)),3.00,19.50,0.0%,6.50,0.00,0.00,19.50,100.0%
K038 (STRETCH MESH DOME CAP : BLACK (DZ/24DZ)),62.00,837.00,0.0%,13.50,364.50,5.88,472.50,56.45%
K050 (KID DU-RAG : ASSORTED COLOR (DZ/48 DZ)),274.00,"1,237.50",0.0%,4.52,602.80,2.20,634.70,51.29%
K051 (KID DU-RAG : BLACK (DZ/48 DZ)),333.00,"1,506.00",0.0%,4.52,733.71,2.20,772.29,51.28%
K052 (KID DU-RAG : WHITE (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
